fund_half,n,mean_fund_p_rank,mean_odds,actual_place_rate,implied_place_rate,ratio,ci_lo,ci_hi,ci_excludes_1
better_half,17712,0.840294414085488,5.479765130984643,0.5183491418247516,0.5384825529313048,0.9626108385555777,0.9489452609068274,0.976276416204328,True
worse_half,1363,0.34141477968513917,8.114380044020544,0.38004402054292,0.39651051952572114,0.958471470057094,0.8934808308850475,1.0234621092291405,False
